id,symbol,price_start,price_end,price_max,price_min,volume,time_epoch,date_time
750,etc,0.00,17350.00,0.00,0.00,0.00,1530180000000,"2018-06-28 19:00:00"
751,bch,0.00,794000.00,0.00,0.00,0.00,1530180000000,"2018-06-28 19:00:00"
752,btc,0.00,6906000.00,0.00,0.00,0.00,1530181800000,"2018-06-28 19:30:00"
753,xrp,0.00,521.00,0.00,0.00,0.00,1530181800000,"2018-06-28 19:30:00"
754,eth,0.00,492000.00,0.00,0.00,0.00,1530181800000,"2018-06-28 19:30:00"
755,etc,0.00,17380.00,0.00,0.00,0.00,1530181800000,"2018-06-28 19:30:00"
756,bch,0.00,792000.00,0.00,0.00,0.00,1530181800000,"2018-06-28 19:30:00"
757,btc,0.00,6892000.00,0.00,0.00,0.00,1530183600000,"2018-06-28 20:00:00"
758,xrp,0.00,520.00,0.00,0.00,0.00,1530183600000,"2018-06-28 20:00:00"
759,eth,0.00,489500.00,0.00,0.00,0.00,1530183600000,"2018-06-28 20:00:00"
760,etc,0.00,17230.00,0.00,0.00,0.00,1530183600000,"2018-06-28 20:00:00"
761,bch,0.00,786000.00,0.00,0.00,0.00,1530183600000,"2018-06-28 20:00:00"
762,btc,0.00,6900000.00,0.00,0.00,0.00,1530185400000,"2018-06-28 20:30:00"
763,xrp,0.00,521.00,0.00,0.00,0.00,1530185400000,"2018-06-28 20:30:00"
764,eth,0.00,491000.00,0.00,0.00,0.00,1530185400000,"2018-06-28 20:30:00"
765,etc,0.00,17340.00,0.00,0.00,0.00,1530185400000,"2018-06-28 20:30:00"
766,bch,0.00,787000.00,0.00,0.00,0.00,1530185400000,"2018-06-28 20:30:00"
767,btc,0.00,6904000.00,0.00,0.00,0.00,1530186480000,"2018-06-28 20:48:00"
768,xrp,0.00,520.00,0.00,0.00,0.00,1530186480000,"2018-06-28 20:48:00"
769,eth,0.00,491000.00,0.00,0.00,0.00,1530186480000,"2018-06-28 20:48:00"
770,etc,0.00,17270.00,0.00,0.00,0.00,1530186480000,"2018-06-28 20:48:00"
771,bch,0.00,787000.00,0.00,0.00,0.00,1530186480000,"2018-06-28 20:48:00"
772,btc,0.00,6901000.00,0.00,0.00,0.00,1530187200000,"2018-06-28 21:00:00"
773,xrp,0.00,522.00,0.00,0.00,0.00,1530187200000,"2018-06-28 21:00:00"
774,eth,0.00,492500.00,0.00,0.00,0.00,1530187200000,"2018-06-28 21:00:00"
775,etc,0.00,17290.00,0.00,0.00,0.00,1530187200000,"2018-06-28 21:00:00"
776,bch,0.00,791000.00,0.00,0.00,0.00,1530187200000,"2018-06-28 21:00:00"
777,btc,0.00,6902000.00,0.00,0.00,0.00,1530187740000,"2018-06-28 21:09:00"
778,xrp,0.00,521.00,0.00,0.00,0.00,1530187740000,"2018-06-28 21:09:00"
779,eth,0.00,492500.00,0.00,0.00,0.00,1530187740000,"2018-06-28 21:09:00"
780,etc,0.00,17310.00,0.00,0.00,0.00,1530187740000,"2018-06-28 21:09:00"
781,bch,0.00,789000.00,0.00,0.00,0.00,1530187740000,"2018-06-28 21:09:00"
782,btc,0.00,6900000.00,0.00,0.00,0.00,1530188280000,"2018-06-28 21:18:00"
783,xrp,0.00,521.00,0.00,0.00,0.00,1530188280000,"2018-06-28 21:18:00"
784,eth,0.00,494000.00,0.00,0.00,0.00,1530188280000,"2018-06-28 21:18:00"
785,etc,0.00,17280.00,0.00,0.00,0.00,1530188280000,"2018-06-28 21:18:00"
786,bch,0.00,791000.00,0.00,0.00,0.00,1530188280000,"2018-06-28 21:18:00"
787,btc,0.00,6903000.00,0.00,0.00,0.00,1530190080000,"2018-06-28 21:48:00"
788,xrp,0.00,521.00,0.00,0.00,0.00,1530190080000,"2018-06-28 21:48:00"
789,eth,0.00,494500.00,0.00,0.00,0.00,1530190080000,"2018-06-28 21:48:00"
790,etc,0.00,17310.00,0.00,0.00,0.00,1530190080000,"2018-06-28 21:48:00"
791,bch,0.00,790000.00,0.00,0.00,0.00,1530190080000,"2018-06-28 21:48:00"
792,btc,0.00,6893000.00,0.00,0.00,0.00,1530190620000,"2018-06-28 21:57:00"
793,xrp,0.00,521.00,0.00,0.00,0.00,1530190620000,"2018-06-28 21:57:00"
794,eth,0.00,494000.00,0.00,0.00,0.00,1530190620000,"2018-06-28 21:57:00"
795,etc,0.00,17390.00,0.00,0.00,0.00,1530190620000,"2018-06-28 21:57:00"
796,bch,0.00,791000.00,0.00,0.00,0.00,1530190620000,"2018-06-28 21:57:00"
797,btc,0.00,6910000.00,0.00,0.00,0.00,1530191160000,"2018-06-28 22:06:00"
798,xrp,0.00,521.00,0.00,0.00,0.00,1530191160000,"2018-06-28 22:06:00"
799,eth,0.00,494000.00,0.00,0.00,0.00,1530191160000,"2018-06-28 22:06:00"
800,etc,0.00,17350.00,0.00,0.00,0.00,1530191160000,"2018-06-28 22:06:00"
801,bch,0.00,789000.00,0.00,0.00,0.00,1530191160000,"2018-06-28 22:06:00"
802,btc,0.00,6895000.00,0.00,0.00,0.00,1530191880000,"2018-06-28 22:18:00"
803,xrp,0.00,522.00,0.00,0.00,0.00,1530191880000,"2018-06-28 22:18:00"
804,eth,0.00,493500.00,0.00,0.00,0.00,1530191880000,"2018-06-28 22:18:00"
805,etc,0.00,17280.00,0.00,0.00,0.00,1530191880000,"2018-06-28 22:18:00"
806,bch,0.00,790000.00,0.00,0.00,0.00,1530191880000,"2018-06-28 22:18:00"
807,btc,0.00,6896000.00,0.00,0.00,0.00,1530193680000,"2018-06-28 22:48:00"
808,xrp,0.00,522.00,0.00,0.00,0.00,1530193680000,"2018-06-28 22:48:00"
809,eth,0.00,493500.00,0.00,0.00,0.00,1530193680000,"2018-06-28 22:48:00"
810,etc,0.00,17320.00,0.00,0.00,0.00,1530193680000,"2018-06-28 22:48:00"
811,bch,0.00,790000.00,0.00,0.00,0.00,1530193680000,"2018-06-28 22:48:00"
812,btc,0.00,6905000.00,0.00,0.00,0.00,1530195480000,"2018-06-28 23:18:00"
813,xrp,0.00,521.00,0.00,0.00,0.00,1530195480000,"2018-06-28 23:18:00"
814,eth,0.00,494500.00,0.00,0.00,0.00,1530195480000,"2018-06-28 23:18:00"
815,etc,0.00,17280.00,0.00,0.00,0.00,1530195480000,"2018-06-28 23:18:00"
816,bch,0.00,792000.00,0.00,0.00,0.00,1530195480000,"2018-06-28 23:18:00"
817,btc,0.00,6915000.00,0.00,0.00,0.00,1530198000000,"2018-06-28 15:00:00"
818,xrp,0.00,522.00,0.00,0.00,0.00,1530198000000,"2018-06-28 15:00:00"
819,eth,0.00,494500.00,0.00,0.00,0.00,1530198000000,"2018-06-28 15:00:00"
820,etc,0.00,17400.00,0.00,0.00,0.00,1530198000000,"2018-06-28 15:00:00"
821,bch,0.00,790000.00,0.00,0.00,0.00,1530198000000,"2018-06-28 15:00:00"
822,btc,0.00,6903000.00,0.00,0.00,0.00,1530198360000,"2018-06-28 15:06:00"
823,xrp,0.00,521.00,0.00,0.00,0.00,1530198360000,"2018-06-28 15:06:00"
824,eth,0.00,494500.00,0.00,0.00,0.00,1530198360000,"2018-06-28 15:06:00"
825,etc,0.00,17370.00,0.00,0.00,0.00,1530198360000,"2018-06-28 15:06:00"
826,bch,0.00,793000.00,0.00,0.00,0.00,1530198360000,"2018-06-28 15:06:00"
827,btc,0.00,6904000.00,0.00,0.00,0.00,1530199080000,"2018-06-28 15:18:00"
828,xrp,0.00,521.00,0.00,0.00,0.00,1530199080000,"2018-06-28 15:18:00"
829,eth,0.00,493500.00,0.00,0.00,0.00,1530199080000,"2018-06-28 15:18:00"
830,etc,0.00,17330.00,0.00,0.00,0.00,1530199080000,"2018-06-28 15:18:00"
831,bch,0.00,790000.00,0.00,0.00,0.00,1530199080000,"2018-06-28 15:18:00"
832,btc,0.00,6900000.00,0.00,0.00,0.00,1530200340000,"2018-06-28 15:39:00"
833,xrp,0.00,521.00,0.00,0.00,0.00,1530200340000,"2018-06-28 15:39:00"
834,eth,0.00,493500.00,0.00,0.00,0.00,1530200340000,"2018-06-28 15:39:00"
835,etc,0.00,17320.00,0.00,0.00,0.00,1530200340000,"2018-06-28 15:39:00"
836,bch,0.00,791000.00,0.00,0.00,0.00,1530200340000,"2018-06-28 15:39:00"
837,btc,0.00,6898000.00,0.00,0.00,0.00,1530200520000,"2018-06-28 15:42:00"
838,xrp,0.00,521.00,0.00,0.00,0.00,1530200520000,"2018-06-28 15:42:00"
839,eth,0.00,494000.00,0.00,0.00,0.00,1530200520000,"2018-06-28 15:42:00"
840,etc,0.00,17310.00,0.00,0.00,0.00,1530200520000,"2018-06-28 15:42:00"
841,bch,0.00,791000.00,0.00,0.00,0.00,1530200520000,"2018-06-28 15:42:00"
842,btc,0.00,6899000.00,0.00,0.00,0.00,1530201600000,"2018-06-28 16:00:00"
843,xrp,0.00,520.00,0.00,0.00,0.00,1530201600000,"2018-06-28 16:00:00"
844,eth,0.00,493000.00,0.00,0.00,0.00,1530201600000,"2018-06-28 16:00:00"
845,etc,0.00,17290.00,0.00,0.00,0.00,1530201600000,"2018-06-28 16:00:00"
846,bch,0.00,789000.00,0.00,0.00,0.00,1530201600000,"2018-06-28 16:00:00"
847,btc,0.00,6907000.00,0.00,0.00,0.00,1530203400000,"2018-06-28 16:30:00"
848,xrp,0.00,522.00,0.00,0.00,0.00,1530203400000,"2018-06-28 16:30:00"
849,eth,0.00,495000.00,0.00,0.00,0.00,1530203400000,"2018-06-28 16:30:00"
850,etc,0.00,17300.00,0.00,0.00,0.00,1530203400000,"2018-06-28 16:30:00"
851,bch,0.00,788000.00,0.00,0.00,0.00,1530203400000,"2018-06-28 16:30:00"
852,btc,0.00,6902000.00,0.00,0.00,0.00,1530205200000,"2018-06-28 17:00:00"
853,xrp,0.00,521.00,0.00,0.00,0.00,1530205200000,"2018-06-28 17:00:00"
854,eth,0.00,494500.00,0.00,0.00,0.00,1530205200000,"2018-06-28 17:00:00"
855,etc,0.00,17250.00,0.00,0.00,0.00,1530205200000,"2018-06-28 17:00:00"
856,bch,0.00,788000.00,0.00,0.00,0.00,1530205200000,"2018-06-28 17:00:00"
857,btc,0.00,6909000.00,0.00,0.00,0.00,1530207000000,"2018-06-28 17:30:00"
858,xrp,0.00,521.00,0.00,0.00,0.00,1530207000000,"2018-06-28 17:30:00"
859,eth,0.00,494500.00,0.00,0.00,0.00,1530207000000,"2018-06-28 17:30:00"
860,etc,0.00,17160.00,0.00,0.00,0.00,1530207000000,"2018-06-28 17:30:00"
861,bch,0.00,789000.00,0.00,0.00,0.00,1530207000000,"2018-06-28 17:30:00"
862,btc,0.00,6917000.00,0.00,0.00,0.00,1530208800000,"2018-06-28 18:00:00"
863,xrp,0.00,522.00,0.00,0.00,0.00,1530208800000,"2018-06-28 18:00:00"
864,eth,0.00,495000.00,0.00,0.00,0.00,1530208800000,"2018-06-28 18:00:00"
865,etc,0.00,17250.00,0.00,0.00,0.00,1530208800000,"2018-06-28 18:00:00"
866,bch,0.00,789000.00,0.00,0.00,0.00,1530208800000,"2018-06-28 18:00:00"
867,btc,0.00,6911000.00,0.00,0.00,0.00,1530210600000,"2018-06-28 18:30:00"
868,xrp,0.00,522.00,0.00,0.00,0.00,1530210600000,"2018-06-28 18:30:00"
869,eth,0.00,495000.00,0.00,0.00,0.00,1530210600000,"2018-06-28 18:30:00"
870,etc,0.00,17250.00,0.00,0.00,0.00,1530210600000,"2018-06-28 18:30:00"
871,bch,0.00,789000.00,0.00,0.00,0.00,1530210600000,"2018-06-28 18:30:00"
872,btc,0.00,6904000.00,0.00,0.00,0.00,1530212400000,"2018-06-28 19:00:00"
873,xrp,0.00,522.00,0.00,0.00,0.00,1530212400000,"2018-06-28 19:00:00"
874,eth,0.00,495000.00,0.00,0.00,0.00,1530212400000,"2018-06-28 19:00:00"
875,etc,0.00,17180.00,0.00,0.00,0.00,1530212400000,"2018-06-28 19:00:00"
876,bch,0.00,789000.00,0.00,0.00,0.00,1530212400000,"2018-06-28 19:00:00"
877,btc,0.00,6903000.00,0.00,0.00,0.00,1530214200000,"2018-06-28 19:30:00"
878,xrp,0.00,521.00,0.00,0.00,0.00,1530214200000,"2018-06-28 19:30:00"
879,eth,0.00,495500.00,0.00,0.00,0.00,1530214200000,"2018-06-28 19:30:00"
880,etc,0.00,17200.00,0.00,0.00,0.00,1530214200000,"2018-06-28 19:30:00"
881,bch,0.00,788000.00,0.00,0.00,0.00,1530214200000,"2018-06-28 19:30:00"
882,btc,0.00,6896000.00,0.00,0.00,0.00,1530217800000,"2018-06-28 20:30:00"
883,xrp,0.00,520.00,0.00,0.00,0.00,1530217800000,"2018-06-28 20:30:00"
884,eth,0.00,493000.00,0.00,0.00,0.00,1530217800000,"2018-06-28 20:30:00"
885,etc,0.00,17180.00,0.00,0.00,0.00,1530217800000,"2018-06-28 20:30:00"
886,bch,0.00,784000.00,0.00,0.00,0.00,1530217800000,"2018-06-28 20:30:00"
887,btc,0.00,6869000.00,0.00,0.00,0.00,1530219600000,"2018-06-28 21:00:00"
888,xrp,0.00,520.00,0.00,0.00,0.00,1530219600000,"2018-06-28 21:00:00"
889,eth,0.00,493000.00,0.00,0.00,0.00,1530219600000,"2018-06-28 21:00:00"
890,etc,0.00,17020.00,0.00,0.00,0.00,1530219600000,"2018-06-28 21:00:00"
891,bch,0.00,777000.00,0.00,0.00,0.00,1530219600000,"2018-06-28 21:00:00"
892,btc,0.00,6831000.00,0.00,0.00,0.00,1530221400000,"2018-06-28 21:30:00"
893,xrp,0.00,514.00,0.00,0.00,0.00,1530221400000,"2018-06-28 21:30:00"
894,eth,0.00,489500.00,0.00,0.00,0.00,1530221400000,"2018-06-28 21:30:00"
895,etc,0.00,16780.00,0.00,0.00,0.00,1530221400000,"2018-06-28 21:30:00"
896,bch,0.00,765000.00,0.00,0.00,0.00,1530221400000,"2018-06-28 21:30:00"
897,btc,0.00,6725000.00,0.00,0.00,0.00,1530223200000,"2018-06-28 22:00:00"
898,xrp,0.00,511.00,0.00,0.00,0.00,1530223200000,"2018-06-28 22:00:00"
899,eth,0.00,484000.00,0.00,0.00,0.00,1530223200000,"2018-06-28 22:00:00"
900,etc,0.00,16580.00,0.00,0.00,0.00,1530223200000,"2018-06-28 22:00:00"
901,bch,0.00,750000.00,0.00,0.00,0.00,1530223200000,"2018-06-28 22:00:00"
902,btc,0.00,6731000.00,0.00,0.00,0.00,1530225000000,"2018-06-28 22:30:00"
903,xrp,0.00,512.00,0.00,0.00,0.00,1530225000000,"2018-06-28 22:30:00"
904,eth,0.00,484000.00,0.00,0.00,0.00,1530225000000,"2018-06-28 22:30:00"
905,etc,0.00,16670.00,0.00,0.00,0.00,1530225000000,"2018-06-28 22:30:00"
906,bch,0.00,748000.00,0.00,0.00,0.00,1530225000000,"2018-06-28 22:30:00"
907,btc,0.00,6745000.00,0.00,0.00,0.00,1530226800000,"2018-06-28 23:00:00"
908,xrp,0.00,513.00,0.00,0.00,0.00,1530226800000,"2018-06-28 23:00:00"
909,eth,0.00,483500.00,0.00,0.00,0.00,1530226800000,"2018-06-28 23:00:00"
910,etc,0.00,16690.00,0.00,0.00,0.00,1530226800000,"2018-06-28 23:00:00"
911,bch,0.00,747000.00,0.00,0.00,0.00,1530226800000,"2018-06-28 23:00:00"
912,btc,0.00,6664000.00,0.00,0.00,0.00,1530255600000,"2018-06-29 07:00:00"
913,xrp,0.00,503.00,0.00,0.00,0.00,1530255600000,"2018-06-29 07:00:00"
914,eth,0.00,472500.00,0.00,0.00,0.00,1530255600000,"2018-06-29 07:00:00"
915,etc,0.00,16450.00,0.00,0.00,0.00,1530255600000,"2018-06-29 07:00:00"
916,bch,0.00,747000.00,0.00,0.00,0.00,1530255600000,"2018-06-29 07:00:00"
917,btc,0.00,6673000.00,0.00,0.00,0.00,1530257400000,"2018-06-29 07:30:00"
918,xrp,0.00,503.00,0.00,0.00,0.00,1530257400000,"2018-06-29 07:30:00"
919,eth,0.00,470500.00,0.00,0.00,0.00,1530257400000,"2018-06-29 07:30:00"
920,etc,0.00,16460.00,0.00,0.00,0.00,1530257400000,"2018-06-29 07:30:00"
921,bch,0.00,746000.00,0.00,0.00,0.00,1530257400000,"2018-06-29 07:30:00"
922,btc,0.00,6684000.00,0.00,0.00,0.00,1530259200000,"2018-06-29 08:00:00"
923,xrp,0.00,503.00,0.00,0.00,0.00,1530259200000,"2018-06-29 08:00:00"
924,eth,0.00,470500.00,0.00,0.00,0.00,1530259200000,"2018-06-29 08:00:00"
925,etc,0.00,16800.00,0.00,0.00,0.00,1530259200000,"2018-06-29 08:00:00"
926,bch,0.00,746000.00,0.00,0.00,0.00,1530259200000,"2018-06-29 08:00:00"
927,btc,0.00,6720000.00,0.00,0.00,0.00,1530261000000,"2018-06-29 08:30:00"
928,xrp,0.00,505.00,0.00,0.00,0.00,1530261000000,"2018-06-29 08:30:00"
929,eth,0.00,473500.00,0.00,0.00,0.00,1530261000000,"2018-06-29 08:30:00"
930,etc,0.00,16870.00,0.00,0.00,0.00,1530261000000,"2018-06-29 08:30:00"
931,bch,0.00,753000.00,0.00,0.00,0.00,1530261000000,"2018-06-29 08:30:00"
932,btc,0.00,6687000.00,0.00,0.00,0.00,1530262800000,"2018-06-29 09:00:00"
933,xrp,0.00,502.00,0.00,0.00,0.00,1530262800000,"2018-06-29 09:00:00"
934,eth,0.00,469000.00,0.00,0.00,0.00,1530262800000,"2018-06-29 09:00:00"
935,etc,0.00,16680.00,0.00,0.00,0.00,1530262800000,"2018-06-29 09:00:00"
936,bch,0.00,745000.00,0.00,0.00,0.00,1530262800000,"2018-06-29 09:00:00"
937,btc,0.00,6692000.00,0.00,0.00,0.00,1530264600000,"2018-06-29 09:30:00"
938,xrp,0.00,501.00,0.00,0.00,0.00,1530264600000,"2018-06-29 09:30:00"
939,eth,0.00,470500.00,0.00,0.00,0.00,1530264600000,"2018-06-29 09:30:00"
940,etc,0.00,16630.00,0.00,0.00,0.00,1530264600000,"2018-06-29 09:30:00"
941,bch,0.00,749000.00,0.00,0.00,0.00,1530264600000,"2018-06-29 09:30:00"
942,btc,0.00,6701000.00,0.00,0.00,0.00,1530266400000,"2018-06-29 10:00:00"
943,xrp,0.00,503.00,0.00,0.00,0.00,1530266400000,"2018-06-29 10:00:00"
944,eth,0.00,472000.00,0.00,0.00,0.00,1530266400000,"2018-06-29 10:00:00"
945,etc,0.00,16750.00,0.00,0.00,0.00,1530266400000,"2018-06-29 10:00:00"
946,bch,0.00,750000.00,0.00,0.00,0.00,1530266400000,"2018-06-29 10:00:00"
947,btc,0.00,6682000.00,0.00,0.00,0.00,1530268200000,"2018-06-29 10:30:00"
948,xrp,0.00,502.00,0.00,0.00,0.00,1530268200000,"2018-06-29 10:30:00"
949,eth,0.00,470000.00,0.00,0.00,0.00,1530268200000,"2018-06-29 10:30:00"
950,etc,0.00,16630.00,0.00,0.00,0.00,1530268200000,"2018-06-29 10:30:00"
951,bch,0.00,748000.00,0.00,0.00,0.00,1530268200000,"2018-06-29 10:30:00"
952,btc,0.00,6669000.00,0.00,0.00,0.00,1530270000000,"2018-06-29 11:00:00"
953,xrp,0.00,499.00,0.00,0.00,0.00,1530270000000,"2018-06-29 11:00:00"
954,eth,0.00,469500.00,0.00,0.00,0.00,1530270000000,"2018-06-29 11:00:00"
955,etc,0.00,16510.00,0.00,0.00,0.00,1530270000000,"2018-06-29 11:00:00"
956,bch,0.00,744000.00,0.00,0.00,0.00,1530270000000,"2018-06-29 11:00:00"
957,btc,0.00,6664000.00,0.00,0.00,0.00,1530271800000,"2018-06-29 11:30:00"
958,xrp,0.00,495.00,0.00,0.00,0.00,1530271800000,"2018-06-29 11:30:00"
959,eth,0.00,467500.00,0.00,0.00,0.00,1530271800000,"2018-06-29 11:30:00"
960,etc,0.00,16500.00,0.00,0.00,0.00,1530271800000,"2018-06-29 11:30:00"
961,bch,0.00,742000.00,0.00,0.00,0.00,1530271800000,"2018-06-29 11:30:00"
962,btc,0.00,6652000.00,0.00,0.00,0.00,1530273600000,"2018-06-29 12:00:00"
963,xrp,0.00,491.00,0.00,0.00,0.00,1530273600000,"2018-06-29 12:00:00"
964,eth,0.00,465500.00,0.00,0.00,0.00,1530273600000,"2018-06-29 12:00:00"
965,etc,0.00,16610.00,0.00,0.00,0.00,1530273600000,"2018-06-29 12:00:00"
966,bch,0.00,744000.00,0.00,0.00,0.00,1530273600000,"2018-06-29 12:00:00"
967,btc,0.00,6637000.00,0.00,0.00,0.00,1530275400000,"2018-06-29 12:30:00"
968,xrp,0.00,492.00,0.00,0.00,0.00,1530275400000,"2018-06-29 12:30:00"
969,eth,0.00,464000.00,0.00,0.00,0.00,1530275400000,"2018-06-29 12:30:00"
970,etc,0.00,16550.00,0.00,0.00,0.00,1530275400000,"2018-06-29 12:30:00"
971,bch,0.00,741000.00,0.00,0.00,0.00,1530275400000,"2018-06-29 12:30:00"
972,btc,0.00,6631000.00,0.00,0.00,0.00,1530277200000,"2018-06-29 13:00:00"
973,xrp,0.00,492.00,0.00,0.00,0.00,1530277200000,"2018-06-29 13:00:00"
974,eth,0.00,464000.00,0.00,0.00,0.00,1530277200000,"2018-06-29 13:00:00"
975,etc,0.00,16400.00,0.00,0.00,0.00,1530277200000,"2018-06-29 13:00:00"
976,bch,0.00,742000.00,0.00,0.00,0.00,1530277200000,"2018-06-29 13:00:00"
977,btc,0.00,6611000.00,0.00,0.00,0.00,1530279000000,"2018-06-29 13:30:00"
978,xrp,0.00,487.00,0.00,0.00,0.00,1530279000000,"2018-06-29 13:30:00"
979,eth,0.00,461000.00,0.00,0.00,0.00,1530279000000,"2018-06-29 13:30:00"
980,etc,0.00,16400.00,0.00,0.00,0.00,1530279000000,"2018-06-29 13:30:00"
981,bch,0.00,738000.00,0.00,0.00,0.00,1530279000000,"2018-06-29 13:30:00"
982,btc,0.00,6651000.00,0.00,0.00,0.00,1530280800000,"2018-06-29 14:00:00"
983,xrp,0.00,491.00,0.00,0.00,0.00,1530280800000,"2018-06-29 14:00:00"
984,eth,0.00,463500.00,0.00,0.00,0.00,1530280800000,"2018-06-29 14:00:00"
985,etc,0.00,16610.00,0.00,0.00,0.00,1530280800000,"2018-06-29 14:00:00"
986,bch,0.00,741000.00,0.00,0.00,0.00,1530280800000,"2018-06-29 14:00:00"
987,btc,0.00,6663000.00,0.00,0.00,0.00,1530282600000,"2018-06-29 14:30:00"
988,xrp,0.00,493.00,0.00,0.00,0.00,1530282600000,"2018-06-29 14:30:00"
989,eth,0.00,465500.00,0.00,0.00,0.00,1530282600000,"2018-06-29 14:30:00"
990,etc,0.00,16650.00,0.00,0.00,0.00,1530282600000,"2018-06-29 14:30:00"
991,bch,0.00,748000.00,0.00,0.00,0.00,1530282600000,"2018-06-29 14:30:00"
992,btc,0.00,6686000.00,0.00,0.00,0.00,1530284400000,"2018-06-29 15:00:00"
993,xrp,0.00,495.00,0.00,0.00,0.00,1530284400000,"2018-06-29 15:00:00"
994,eth,0.00,469500.00,0.00,0.00,0.00,1530284400000,"2018-06-29 15:00:00"
995,etc,0.00,16770.00,0.00,0.00,0.00,1530284400000,"2018-06-29 15:00:00"
996,bch,0.00,753000.00,0.00,0.00,0.00,1530284400000,"2018-06-29 15:00:00"
997,btc,0.00,6670000.00,0.00,0.00,0.00,1530286200000,"2018-06-29 15:30:00"
998,xrp,0.00,492.00,0.00,0.00,0.00,1530286200000,"2018-06-29 15:30:00"
999,eth,0.00,467500.00,0.00,0.00,0.00,1530286200000,"2018-06-29 15:30:00"
1000,etc,0.00,16700.00,0.00,0.00,0.00,1530286200000,"2018-06-29 15:30:00"
1001,bch,0.00,749000.00,0.00,0.00,0.00,1530286200000,"2018-06-29 15:30:00"
1002,btc,0.00,6677000.00,0.00,0.00,0.00,1530288000000,"2018-06-29 16:00:00"
1003,xrp,0.00,495.00,0.00,0.00,0.00,1530288000000,"2018-06-29 16:00:00"
1004,eth,0.00,470000.00,0.00,0.00,0.00,1530288000000,"2018-06-29 16:00:00"
1005,etc,0.00,16710.00,0.00,0.00,0.00,1530288000000,"2018-06-29 16:00:00"
1006,bch,0.00,750000.00,0.00,0.00,0.00,1530288000000,"2018-06-29 16:00:00"
1007,btc,0.00,6662000.00,0.00,0.00,0.00,1530289800000,"2018-06-29 16:30:00"
1008,xrp,0.00,494.00,0.00,0.00,0.00,1530289800000,"2018-06-29 16:30:00"
1009,eth,0.00,468000.00,0.00,0.00,0.00,1530289800000,"2018-06-29 16:30:00"
1010,etc,0.00,16660.00,0.00,0.00,0.00,1530289800000,"2018-06-29 16:30:00"
1011,bch,0.00,749000.00,0.00,0.00,0.00,1530289800000,"2018-06-29 16:30:00"
1012,btc,0.00,6659000.00,0.00,0.00,0.00,1530291600000,"2018-06-29 17:00:00"
1013,xrp,0.00,493.00,0.00,0.00,0.00,1530291600000,"2018-06-29 17:00:00"
1014,eth,0.00,466500.00,0.00,0.00,0.00,1530291600000,"2018-06-29 17:00:00"
1015,etc,0.00,16580.00,0.00,0.00,0.00,1530291600000,"2018-06-29 17:00:00"
1016,bch,0.00,748000.00,0.00,0.00,0.00,1530291600000,"2018-06-29 17:00:00"
1017,btc,0.00,6668000.00,0.00,0.00,0.00,1530293400000,"2018-06-29 17:30:00"
1018,xrp,0.00,495.00,0.00,0.00,0.00,1530293400000,"2018-06-29 17:30:00"
1019,eth,0.00,468000.00,0.00,0.00,0.00,1530293400000,"2018-06-29 17:30:00"
1020,etc,0.00,16590.00,0.00,0.00,0.00,1530293400000,"2018-06-29 17:30:00"
1021,bch,0.00,748000.00,0.00,0.00,0.00,1530293400000,"2018-06-29 17:30:00"
1022,btc,0.00,6671000.00,0.00,0.00,0.00,1530295200000,"2018-06-29 18:00:00"
1023,xrp,0.00,493.00,0.00,0.00,0.00,1530295200000,"2018-06-29 18:00:00"
1024,eth,0.00,467500.00,0.00,0.00,0.00,1530295200000,"2018-06-29 18:00:00"
1025,etc,0.00,16670.00,0.00,0.00,0.00,1530295200000,"2018-06-29 18:00:00"
1026,bch,0.00,746000.00,0.00,0.00,0.00,1530295200000,"2018-06-29 18:00:00"
1027,btc,0.00,6667000.00,0.00,0.00,0.00,1530297000000,"2018-06-29 18:30:00"
1028,xrp,0.00,491.00,0.00,0.00,0.00,1530297000000,"2018-06-29 18:30:00"
1029,eth,0.00,466000.00,0.00,0.00,0.00,1530297000000,"2018-06-29 18:30:00"
1030,etc,0.00,16570.00,0.00,0.00,0.00,1530297000000,"2018-06-29 18:30:00"
1031,bch,0.00,749000.00,0.00,0.00,0.00,1530297000000,"2018-06-29 18:30:00"
1032,btc,0.00,6664000.00,0.00,0.00,0.00,1530298800000,"2018-06-29 19:00:00"
1033,xrp,0.00,491.00,0.00,0.00,0.00,1530298800000,"2018-06-29 19:00:00"
1034,eth,0.00,466500.00,0.00,0.00,0.00,1530298800000,"2018-06-29 19:00:00"
1035,etc,0.00,16600.00,0.00,0.00,0.00,1530298800000,"2018-06-29 19:00:00"
1036,bch,0.00,748000.00,0.00,0.00,0.00,1530298800000,"2018-06-29 19:00:00"
1037,btc,0.00,6658000.00,0.00,0.00,0.00,1530302400000,"2018-06-29 20:00:00"
1038,xrp,0.00,488.00,0.00,0.00,0.00,1530302400000,"2018-06-29 20:00:00"
1039,eth,0.00,464000.00,0.00,0.00,0.00,1530302400000,"2018-06-29 20:00:00"
1040,etc,0.00,16570.00,0.00,0.00,0.00,1530302400000,"2018-06-29 20:00:00"
1041,bch,0.00,746000.00,0.00,0.00,0.00,1530302400000,"2018-06-29 20:00:00"
1042,btc,0.00,6685000.00,0.00,0.00,0.00,1530304200000,"2018-06-29 20:30:00"
1043,xrp,0.00,494.00,0.00,0.00,0.00,1530304200000,"2018-06-29 20:30:00"
